smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
0,1163.0,2.0,577.0,920.936,500.0
1,4140.0,0.0,580.0,424.19,11417.12690625142
1,1817.0,2.0,577.0,654.58,500.0
0,3750.0,4.0,307.0,876.0459999999999,500.0
1,2541.0,4.0,576.0,955.692,13760.457854977982
1,3344.0,3.0,431.0,911.5260000000001,12483.472051435909
1,2209.0,1.0,717.0,845.42,3810.979568097087
0,2242.0,0.0,327.0,904.382,14911.12920217478
0,3257.0,3.0,581.0,881.0139999999999,500.0
0,4254.0,4.0,576.0,721.1,33124.20584400077
1,1288.0,3.0,657.0,802.3100000000001,2338.112333817608
0,2741.0,0.0,580.0,859.3399999999999,500.0
0,2370.0,1.0,553.0,992.31,13022.596394805232
1,1802.0,1.0,553.0,1061.58,500.0
0,2803.0,0.0,377.0,688.716,26211.07905727228
1,3614.0,5.0,557.0,781.062,8715.565851233325
0,3593.0,1.0,599.0,810.946,500.0
0,4441.0,3.0,581.0,969.318,39496.12476379096
0,2241.0,2.0,577.0,904.3820000000002,14843.576487645369
0,4452.0,4.0,528.0,982.84,38910.598349831525
1,3823.0,3.0,581.0,662.0379999999999,500.0
0,1797.0,2.0,846.0,591.59,500.0
1,4844.0,5.0,557.0,851.5380000000001,18176.534342321604
0,2815.0,0.0,685.0,742.512,18651.153683592755
0,2119.0,3.0,699.0,1139.118,21910.2315069594
1,3718.0,1.0,553.0,656.336,500.0
0,2487.0,0.0,351.0,772.674,500.0
0,1359.0,2.0,617.0,864.874,12947.553249587192
1,2749.0,1.0,469.0,644.3820000000001,15837.393391736972
0,2394.0,0.0,580.0,879.816,4187.396917176197
0,2844.0,0.0,580.0,765.0360000000001,18188.86628877288
0,5674.0,5.0,549.0,369.68,11207.282072509854
0,2844.0,5.0,831.0,715.518,28689.316266451555
1,3031.0,2.0,318.0,807.79,18605.49101348684
0,2837.0,1.0,320.0,754.562,33225.55425269809
1,2709.0,1.0,553.0,849.9580000000002,500.0
1,4662.0,2.0,577.0,884.7540000000001,13924.517413636251
0,3716.0,5.0,557.0,771.05,500.0
0,2578.0,2.0,577.0,461.924,16015.274867464464
0,2427.0,5.0,567.0,893.296,8401.260657053163
1,3495.0,0.0,580.0,686.31,7599.672720166204
0,3059.0,4.0,576.0,879.924,7217.977715068121
0,3675.0,2.0,577.0,764.5899999999999,27701.996539834145
1,5271.0,2.0,577.0,911.9619999999999,26040.812091448945
0,2847.0,1.0,840.0,692.914,33544.04291451291
0,2848.0,0.0,379.0,703.33,500.0
1,2906.0,5.0,790.0,783.6960000000001,500.0
1,2574.0,4.0,576.0,713.7139999999999,500.0
0,1257.0,3.0,454.0,825.202,500.0
1,2564.0,3.0,581.0,717.2439999999999,14017.726998290773
1,1650.0,4.0,471.0,738.434,500.0
1,1892.0,2.0,577.0,910.842,500.0
1,2261.0,2.0,577.0,530.176,500.0
0,3813.0,5.0,757.0,865.5780000000001,21959.75646115156
1,1307.0,5.0,557.0,1026.266,500.0
1,2778.0,4.0,526.0,867.7819999999999,500.0
0,4467.0,1.0,553.0,828.758,7133.766701514752
0,556.0,3.0,581.0,886.7300000000001,26210.28196680767
1,2428.0,5.0,552.0,822.1479999999999,500.0
0,2410.0,5.0,557.0,821.4,500.0
0,1023.0,1.0,371.0,739.4219999999999,2773.3540447095083
1,2567.0,3.0,581.0,293.18,500.0
1,709.0,3.0,581.0,624.358,500.0
1,2325.0,5.0,363.0,725.106,500.0
1,3431.0,4.0,479.0,1094.164,14896.95240509809
1,2381.0,2.0,577.0,286.57,9354.662792984136
1,4171.0,1.0,553.0,763.54,11981.501728088751
0,1893.0,4.0,441.0,712.5,500.0
0,1619.0,4.0,644.0,945.82,500.0
0,3164.0,0.0,580.0,1106.38,500.0
0,2760.0,1.0,553.0,677.056,500.0
1,2140.0,1.0,553.0,924.5260000000001,500.0
0,1882.0,0.0,580.0,745.25,500.0
1,635.0,1.0,553.0,743.492,500.0
0,3831.0,0.0,580.0,691.93,23826.98224378421
0,3209.0,4.0,576.0,1175.722,25574.64059687515
1,3238.0,1.0,569.0,579.8340000000001,500.0
0,2187.0,5.0,557.0,723.616,500.0
0,1568.0,4.0,424.0,460.2799999999999,8797.814558404281
1,3754.0,3.0,514.0,735.2259999999999,29095.752983725444
1,2248.0,4.0,576.0,747.412,16610.4324116248
0,2781.0,2.0,331.0,834.3219999999999,4704.261460615925
0,2975.0,1.0,304.0,1007.0380000000001,500.0
1,3136.0,3.0,300.0,474.24800000000005,500.0
0,2514.0,5.0,557.0,714.306,13640.878971877895
1,2724.0,2.0,577.0,693.65,21967.150155209965
1,3138.0,2.0,577.0,565.412,14879.1342048782
1,2547.0,2.0,577.0,779.396,500.0
1,2039.0,2.0,322.0,864.4040000000001,17024.842765783367
0,3419.0,2.0,577.0,872.598,500.0
0,4317.0,1.0,553.0,802.2199999999999,16839.884072781115
0,2256.0,0.0,499.0,803.9,23986.0348910977
1,1931.0,5.0,672.0,908.2479999999999,14389.818518246744
0,2774.0,2.0,577.0,948.98,27985.11169137675
1,3530.0,2.0,577.0,418.27,18186.594474232497
1,2171.0,5.0,557.0,963.76,500.0
0,1363.0,1.0,553.0,843.1179999999998,500.0
1,1341.0,3.0,581.0,987.808,500.0
1,5636.0,2.0,577.0,735.356,20723.63651460875
1,3217.0,3.0,581.0,843.72,2136.491269835813
0,4860.0,3.0,304.0,840.4780000000001,26318.74464440682
1,1982.0,5.0,430.0,600.49,10170.616147502187
0,5479.0,4.0,576.0,837.094,25859.438482166493
0,946.0,4.0,823.0,1044.474,12013.169289164312
0,4342.0,1.0,553.0,780.266,24406.518674604034
0,2291.0,1.0,470.0,855.6540000000001,17931.114911344644
1,2800.0,4.0,576.0,693.072,500.0
0,2505.0,1.0,553.0,639.08,37808.59949109747
0,2251.0,1.0,553.0,778.646,500.0
1,1265.0,0.0,419.0,802.708,500.0
1,3243.0,2.0,577.0,697.532,4574.9685984036605
1,879.0,3.0,307.0,715.702,500.0
1,500.0,0.0,389.0,329.63,500.0
1,2174.0,3.0,301.0,569.22,500.0
0,1512.0,3.0,581.0,887.258,15877.582829401588
1,2065.0,3.0,756.0,830.392,500.0
1,2353.0,5.0,557.0,1133.498,500.0
1,500.0,0.0,601.0,896.67,500.0
1,1143.0,0.0,789.0,758.066,500.0
0,1039.0,4.0,576.0,782.81,500.0
1,3076.0,2.0,577.0,634.9580000000001,500.0
0,3102.0,0.0,580.0,825.8539999999999,29204.933829218364
0,500.0,0.0,779.0,695.15,15082.961701237107
1,2929.0,4.0,810.0,889.6619999999999,3506.0932597510114
0,4823.0,1.0,709.0,711.124,500.0
1,4185.0,1.0,553.0,952.592,13072.723191942408
1,2295.0,1.0,369.0,847.25,20467.71908854508
0,2024.0,3.0,497.0,511.742,18492.062001420378
1,2303.0,2.0,577.0,1036.642,9265.928791144574
1,3004.0,0.0,580.0,725.634,24360.2974779708
0,3539.0,3.0,581.0,934.38,2734.194170408262
0,2101.0,1.0,553.0,1038.8719999999998,11805.215471512374
0,2158.0,2.0,577.0,767.842,25563.880471757904
0,2483.0,5.0,557.0,956.85,500.0
0,2233.0,1.0,798.0,742.184,24270.20863280798
1,2023.0,4.0,576.0,747.6619999999999,18179.788622728905
1,1659.0,3.0,361.0,850.1899999999999,500.0
0,2654.0,2.0,577.0,687.616,14529.58256709109
0,3158.0,2.0,577.0,1025.818,12643.73128427776
0,1766.0,0.0,580.0,821.5319999999999,6065.297556901488
1,3749.0,3.0,766.0,826.8199999999999,13951.858356926174
0,500.0,3.0,581.0,482.6199999999999,6453.088426604251
1,500.0,3.0,623.0,654.534,500.0
1,2227.0,4.0,739.0,844.1299999999999,500.0
0,2242.0,1.0,400.0,750.656,7405.375956687081
0,4453.0,4.0,576.0,893.3140000000001,38007.01891969257
1,1468.0,0.0,580.0,707.06,500.0
1,1210.0,1.0,553.0,1024.91,500.0
1,1905.0,5.0,706.0,932.4860000000001,500.0
1,1992.0,0.0,580.0,581.558,22308.466135450788
0,3780.0,3.0,581.0,982.6359999999999,16585.611169729742
1,2804.0,1.0,553.0,701.928,18828.598529215637
1,2079.0,3.0,383.0,784.626,500.0
0,4142.0,3.0,581.0,709.792,16669.83357559903
0,500.0,1.0,427.0,806.098,20029.040757701445
0,1208.0,5.0,409.0,1023.4540000000001,500.0
1,1346.0,2.0,453.0,859.7280000000001,4672.653006666625
1,3354.0,5.0,557.0,745.09,12341.673524452784
0,2179.0,4.0,557.0,1038.54,16307.7229371125
0,2889.0,0.0,731.0,935.59,500.0
0,500.0,1.0,553.0,713.5759999999999,500.0
0,2603.0,2.0,749.0,773.056,500.0
1,500.0,4.0,576.0,482.6199999999999,500.0
0,1617.0,3.0,527.0,832.548,500.0
1,3094.0,2.0,788.0,545.51,500.0
0,2201.0,2.0,713.0,861.874,500.0
0,1951.0,4.0,796.0,929.7220000000001,500.0
0,1280.0,4.0,576.0,656.528,1884.297526809592
0,3763.0,4.0,329.0,651.61,14522.126515169555
1,1625.0,2.0,577.0,691.964,500.0
1,2132.0,1.0,788.0,792.522,500.0
1,1030.0,2.0,577.0,714.6379999999999,6207.133077697636
0,500.0,5.0,303.0,806.098,29528.875266421812
1,4011.0,1.0,777.0,694.074,16897.175791866368
0,2916.0,0.0,580.0,835.79,4983.121205473664
1,1543.0,1.0,553.0,813.21,500.0
1,3263.0,4.0,576.0,867.0,15637.902593210303
0,500.0,1.0,553.0,646.14,500.0
0,3697.0,0.0,580.0,885.8340000000001,31123.972598378
0,1742.0,5.0,539.0,753.396,21033.4467332044
1,2155.0,1.0,485.0,839.45,500.0
0,2534.0,4.0,711.0,723.874,11649.068381015972
0,1938.0,4.0,576.0,1112.716,500.0
0,1642.0,2.0,577.0,661.392,15993.57344877286
0,1905.0,1.0,553.0,817.23,564.2001804505054
1,2511.0,3.0,581.0,701.062,21710.830735956435
1,1694.0,1.0,415.0,833.53,500.0
0,512.0,5.0,800.0,765.182,500.0
1,1632.0,2.0,577.0,265.2039,500.0
0,3184.0,3.0,581.0,820.4060000000002,34093.93217498821
1,1434.0,2.0,682.0,743.4060000000001,500.0
1,2692.0,1.0,553.0,895.258,9022.97416107141
0,2934.0,0.0,342.0,889.6619999999999,6403.612522572084
0,1460.0,2.0,300.0,1059.92,10235.03751108291
0,2032.0,2.0,527.0,802.3199999999999,16636.69263557818
1,2567.0,1.0,553.0,505.96799999999996,500.0
1,1004.0,3.0,581.0,661.62,500.0
1,677.0,5.0,557.0,917.918,500.0
1,3165.0,1.0,553.0,1018.4920000000002,500.0
1,1580.0,3.0,581.0,316.55,500.0
0,2695.0,2.0,577.0,1132.984,37546.73266811876
0,3131.0,3.0,581.0,265.2039,38879.44200601208
1,3485.0,1.0,553.0,838.972,9849.839515447731
1,732.0,5.0,504.0,470.88,500.0
1,2925.0,2.0,577.0,922.698,500.0
0,3040.0,4.0,469.0,265.2039,21202.23880898143
0,1825.0,3.0,581.0,739.31,500.0
1,3460.0,0.0,577.0,842.5699999999999,500.0
1,2274.0,4.0,576.0,962.5540000000001,500.0
1,3391.0,5.0,557.0,265.2039,500.0
1,561.0,3.0,332.0,784.114,500.0
1,2231.0,2.0,769.0,693.786,13889.70317926636
1,500.0,0.0,539.0,713.5759999999999,500.0
1,2768.0,2.0,577.0,832.802,500.0
1,4289.0,1.0,553.0,755.7700000000001,32608.14349800446
0,2815.0,4.0,576.0,924.64,4644.722194634765
1,2721.0,2.0,577.0,721.4100000000001,7414.347546630106
0,3636.0,2.0,577.0,1102.5939999999998,20830.29871156549
1,971.0,5.0,557.0,715.888,500.0
0,3052.0,4.0,764.0,1069.98,500.0
0,2590.0,3.0,507.0,645.92,3764.454650476233
0,2811.0,1.0,345.0,650.47,20771.915081229483
1,1098.0,4.0,576.0,581.62,500.0
1,721.0,0.0,356.0,676.836,500.0
0,2141.0,3.0,581.0,913.2,25261.091226700035
0,2928.0,2.0,470.0,889.6619999999999,35219.049757163055
1,2963.0,2.0,735.0,888.59,500.0
0,1521.0,1.0,553.0,850.5799999999999,567.8736436267318
1,2244.0,4.0,576.0,980.9379999999999,20623.35024190196
1,2782.0,0.0,580.0,631.24,5646.040401169496
0,2648.0,1.0,796.0,611.7640000000001,25442.37941306498
1,2410.0,1.0,461.0,821.4,500.0
0,3159.0,0.0,580.0,898.9,29100.979743078864
0,3371.0,1.0,553.0,677.662,20061.34068063979
0,2309.0,3.0,431.0,969.97,4909.784070106458
1,902.0,0.0,847.0,808.906,500.0
1,2072.0,1.0,817.0,739.762,19145.24108058376
0,1550.0,2.0,827.0,762.17,5710.123629715768
1,500.0,4.0,576.0,837.7660000000002,500.0
1,2968.0,4.0,518.0,1002.53,500.0
0,505.0,5.0,557.0,588.932,500.0
0,2147.0,0.0,775.0,1146.73,500.0
0,3052.0,1.0,361.0,961.684,20205.78528366729
0,3964.0,5.0,557.0,426.73,4306.065929887514
0,500.0,0.0,580.0,806.098,500.0
0,2741.0,1.0,553.0,1106.06,500.0
0,2390.0,1.0,553.0,815.0,6339.23209003395
1,500.0,4.0,576.0,837.7660000000002,9410.536173745952
1,500.0,0.0,560.0,837.7660000000002,500.0
0,2470.0,1.0,553.0,950.7300000000001,500.0
0,2794.0,2.0,577.0,864.2959999999999,32340.76851809546
0,3045.0,4.0,576.0,835.018,7036.164318789908
1,2315.0,4.0,576.0,924.6199999999999,3749.022696384097
0,2099.0,5.0,557.0,1034.8619999999999,9006.619540446767
0,1285.0,3.0,805.0,745.54,8595.958835608779
0,4784.0,3.0,581.0,676.4399999999999,8550.785642346182
0,1074.0,2.0,577.0,899.202,500.0
0,3418.0,4.0,576.0,610.59,8208.620638517092
0,3322.0,3.0,711.0,774.366,30919.74265185434
1,2512.0,4.0,576.0,738.588,1105.359959238201
1,2215.0,5.0,500.0,871.284,12052.850612227829
0,2724.0,1.0,584.0,629.236,14105.870564386109
1,2224.0,4.0,576.0,922.6439999999999,500.0
0,2234.0,2.0,577.0,564.178,500.0
0,1515.0,3.0,581.0,762.42,500.0
0,1504.0,2.0,395.0,810.2760000000001,2883.205332038312
0,4960.0,5.0,557.0,797.37,35631.0457490484
0,3566.0,0.0,580.0,981.128,17481.162646314144
0,2048.0,3.0,581.0,790.7339999999999,26902.48218269776
0,1126.0,2.0,577.0,727.8979999999999,500.0
1,3027.0,4.0,732.0,1025.704,500.0
0,3503.0,5.0,317.0,805.016,3528.796969625079
1,2208.0,5.0,813.0,889.098,500.0
1,3120.0,1.0,369.0,716.95,500.0
1,2924.0,2.0,499.0,922.6980000000001,500.0
0,960.0,4.0,576.0,1254.49,5851.44362809392
1,2068.0,4.0,576.0,735.438,11494.51708485663
0,1883.0,4.0,791.0,668.95,22363.79674952221
1,500.0,5.0,374.0,656.9540000000001,500.0
1,936.0,1.0,522.0,1073.3439999999998,500.0
0,4356.0,2.0,577.0,770.2539999999999,500.0
1,1694.0,3.0,339.0,799.0819999999999,500.0
1,2378.0,2.0,416.0,481.76399999999995,500.0
1,2799.0,0.0,580.0,1268.81,500.0
0,3507.0,3.0,581.0,849.7060000000001,14631.671584334372
1,2976.0,4.0,432.0,1007.0380000000001,1144.79204555378
0,800.0,1.0,553.0,528.152,12714.463154583776
0,1748.0,1.0,553.0,309.76,500.0
1,1745.0,3.0,440.0,639.6419999999999,17548.98580208038
1,741.0,5.0,759.0,438.946,500.0
1,2211.0,2.0,632.0,994.21,24085.99269449737
0,2136.0,3.0,581.0,800.664,9844.576348749832
0,4433.0,0.0,580.0,1163.098,2185.3021177146693
0,3134.0,2.0,577.0,323.38599999999997,500.0
0,3726.0,1.0,553.0,782.258,23124.613441600934
0,1183.0,3.0,454.0,783.8299999999999,11023.944251991074
0,3310.0,1.0,328.0,682.9860000000001,25474.75214180031
0,3210.0,4.0,303.0,1208.838,500.0
1,3704.0,1.0,553.0,747.8019999999999,6829.000895637623
0,500.0,4.0,576.0,414.03,12447.781968021338
1,4668.0,4.0,576.0,884.7540000000001,12511.121908573825
0,2284.0,1.0,595.0,880.506,3747.193492032121
1,3648.0,3.0,581.0,1224.53,500.0
0,1485.0,0.0,693.0,568.684,500.0
1,600.0,3.0,820.0,752.4960000000001,500.0
0,4294.0,2.0,668.0,856.6899999999999,500.0
0,654.0,4.0,576.0,728.678,500.0
0,500.0,5.0,638.0,650.918,14757.664911705866
0,1941.0,0.0,302.0,882.418,19326.255355399957
1,1402.0,2.0,577.0,747.9159999999999,500.0
1,3527.0,0.0,827.0,1307.961000000001,19070.546404335924
1,1733.0,2.0,577.0,785.952,500.0
0,3009.0,5.0,557.0,715.5,15272.824674220969
1,566.0,1.0,553.0,784.114,13680.655300624412
1,4115.0,1.0,553.0,756.3040000000001,500.0
0,2823.0,1.0,553.0,1307.961000000001,658.3353088413511
0,960.0,1.0,553.0,802.476,500.0
1,3230.0,2.0,577.0,728.232,500.0
0,4198.0,3.0,581.0,492.63,32957.63444701231
0,2164.0,2.0,845.0,825.1079999999998,12051.11050799259
0,2888.0,5.0,737.0,725.48,23605.5805706009
0,1913.0,3.0,316.0,1064.1879999999999,18285.96319541108
0,4022.0,3.0,581.0,705.9300000000001,500.0
0,3889.0,5.0,448.0,681.348,35978.5047053163
0,3420.0,4.0,576.0,276.44,25417.514489799814
0,1709.0,3.0,581.0,1307.961000000001,500.0
0,1592.0,2.0,725.0,942.336,500.0
0,4097.0,1.0,810.0,780.9280000000001,20602.89201669806
0,2188.0,3.0,581.0,1026.62,22863.24429219505
1,2063.0,4.0,576.0,764.918,1101.8275891366225
0,1168.0,4.0,832.0,889.576,11781.43106227698
1,1662.0,5.0,530.0,866.2459999999999,500.0
1,1536.0,1.0,479.0,884.14,500.0
1,3034.0,0.0,829.0,668.0559999999999,500.0
0,1128.0,5.0,486.0,671.0319999999999,12258.01788636839
0,1457.0,1.0,434.0,825.982,22099.201417041128
0,2049.0,2.0,577.0,518.45,500.0
0,1078.0,0.0,580.0,992.85,23561.47333992348
0,3889.0,3.0,699.0,798.4179999999999,41307.68552501987
0,2738.0,1.0,553.0,825.222,24033.448582262525
1,500.0,2.0,577.0,662.92,13057.160491874409
0,2261.0,5.0,557.0,564.6679999999999,10850.160880862046
1,500.0,4.0,576.0,922.91,500.0
0,2005.0,5.0,742.0,759.5139999999999,500.0
0,2176.0,2.0,445.0,888.0360000000001,26871.46115245716
0,4942.0,3.0,414.0,844.9,5971.974924548039
0,3074.0,4.0,421.0,778.9680000000001,19050.504015493992
0,3155.0,1.0,553.0,969.8439999999998,24295.170374442387
0,3535.0,3.0,581.0,524.742,500.0
0,1647.0,3.0,482.0,500.32000000000005,3799.1230025353793
0,1484.0,3.0,581.0,691.522,6263.275235435124
1,2785.0,1.0,309.0,715.92,500.0
0,703.0,3.0,737.0,705.642,2421.2698654995147
1,2970.0,4.0,576.0,949.766,15958.412124272556
1,500.0,0.0,580.0,654.534,500.0
1,800.0,0.0,580.0,432.76,12096.78685653752
1,2808.0,2.0,577.0,653.65,18138.014431583997
1,2262.0,5.0,557.0,480.282,13183.032937890734
0,2647.0,4.0,424.0,674.45,10992.73363289324
0,1652.0,4.0,591.0,314.66,17792.208627768796
1,1733.0,3.0,815.0,785.952,1824.358237042712
0,3791.0,1.0,434.0,918.55,23502.361137804044
0,3924.0,4.0,544.0,901.6320000000002,33174.122243240105
0,500.0,1.0,720.0,656.9540000000001,500.0
0,1347.0,5.0,557.0,659.006,5954.862034389213
1,3356.0,1.0,553.0,806.454,5965.370451950224
0,2503.0,4.0,576.0,808.298,500.0
1,2685.0,5.0,524.0,965.4459999999999,4209.615710844418
1,3832.0,3.0,739.0,691.93,13852.26813926438
0,3238.0,3.0,581.0,579.8340000000001,500.0
0,3790.0,4.0,576.0,700.914,21695.10456807977
1,3768.0,2.0,577.0,601.668,500.0
0,1782.0,3.0,581.0,649.696,28637.583892009763
0,3838.0,2.0,577.0,610.236,31256.232594640453
0,786.0,1.0,553.0,642.1,500.0
1,3155.0,4.0,494.0,770.4559999999999,5068.55488680419
0,4459.0,3.0,848.0,997.2760000000001,17855.12858304438
1,702.0,0.0,580.0,705.642,500.0
0,2100.0,0.0,580.0,1050.7279999999998,7381.8741342505855
0,1496.0,3.0,581.0,786.648,23546.639710434807
1,4484.0,0.0,580.0,654.742,500.0
1,3597.0,0.0,580.0,839.6940000000001,500.0
0,2538.0,4.0,595.0,861.2180000000001,7226.282436674511
0,2420.0,2.0,577.0,636.822,14257.457874463968
0,4646.0,4.0,576.0,645.726,15791.821805884
1,1259.0,2.0,577.0,941.7479999999999,500.0
1,2818.0,0.0,580.0,907.942,10289.66110705531
1,500.0,3.0,464.0,806.098,10585.54034985775
0,865.0,0.0,580.0,529.75,500.0
0,4445.0,5.0,557.0,1013.05,23184.051482245635
0,1990.0,0.0,580.0,658.594,23312.94934492856
1,1349.0,4.0,576.0,583.914,500.0
0,2499.0,0.0,523.0,738.444,5712.803533510934
1,500.0,3.0,805.0,265.2039,500.0
1,500.0,0.0,393.0,656.9540000000001,500.0
0,3342.0,0.0,800.0,735.3100000000001,24930.776777022755
1,1401.0,5.0,557.0,816.408,500.0
0,729.0,5.0,790.0,527.768,500.0
1,656.0,5.0,557.0,621.65,500.0
0,1928.0,0.0,580.0,806.3860000000001,3125.397232618021
1,2859.0,4.0,576.0,851.7639999999999,1218.4745811043474
1,5112.0,1.0,553.0,819.2240000000002,23914.667149903056
1,3830.0,3.0,392.0,1216.95,12000.236834574944
0,1094.0,4.0,660.0,925.2539999999999,500.0
0,2154.0,0.0,580.0,905.7239999999999,500.0
0,1493.0,4.0,595.0,818.9359999999999,500.0
0,2418.0,2.0,577.0,660.418,500.0
0,4349.0,3.0,546.0,832.14,8355.994554984605
0,2196.0,0.0,580.0,1235.58,21330.65594131299
0,3920.0,5.0,646.0,569.49,16825.738431244456
1,3214.0,5.0,557.0,751.6740000000001,18717.8816164595
0,2889.0,3.0,617.0,697.2140000000002,28683.67234130844
0,2494.0,4.0,576.0,371.81,2250.654804270503
1,3742.0,5.0,769.0,931.144,500.0
0,1863.0,5.0,557.0,592.754,4907.807099402888
1,2761.0,5.0,557.0,817.1879999999999,500.0
0,500.0,3.0,325.0,1056.134,500.0
1,1641.0,3.0,581.0,1085.29,500.0
0,1507.0,4.0,576.0,1065.2,500.0
1,3052.0,0.0,614.0,961.684,19712.049442684707
0,3547.0,1.0,553.0,843.72,14442.453002230668
1,3268.0,0.0,618.0,578.666,28253.996824537007
0,2966.0,1.0,536.0,989.858,20052.945153157478
0,3999.0,1.0,553.0,874.82,33797.26014296288
0,1629.0,1.0,392.0,628.71,30298.230009242645
1,892.0,0.0,580.0,872.908,6929.155364258053
0,859.0,0.0,631.0,491.09,500.0
1,3363.0,3.0,330.0,570.052,500.0
1,3289.0,2.0,344.0,700.374,500.0
1,2375.0,1.0,553.0,767.138,500.0
0,2530.0,5.0,557.0,529.92,500.0
1,3077.0,5.0,557.0,634.958,500.0
1,3018.0,1.0,553.0,774.88,500.0
1,2838.0,3.0,762.0,754.562,500.0
1,1867.0,3.0,568.0,699.7339999999999,8486.497098353308
1,3006.0,1.0,804.0,684.0960000000001,27941.13820982148
1,1281.0,4.0,528.0,572.7639999999999,12270.147583219556
1,1541.0,2.0,577.0,781.294,500.0
1,3136.0,1.0,638.0,474.24800000000005,500.0
1,2316.0,1.0,731.0,1170.9180000000001,21988.910037533744
0,1729.0,1.0,334.0,829.0260000000001,500.0
1,2658.0,3.0,577.0,620.0040000000001,500.0
0,1944.0,3.0,581.0,1244.87,18673.099230573636
0,2709.0,5.0,557.0,849.9580000000002,31854.61609220786
1,1084.0,3.0,310.0,523.702,500.0
0,1878.0,4.0,576.0,647.41,39106.48262913896
1,805.0,2.0,577.0,753.9219999999999,12709.783241195706
0,1670.0,3.0,581.0,1143.46,10319.83378446013
0,4806.0,3.0,581.0,820.18,3994.9143542769816
1,2583.0,3.0,581.0,1206.72,8754.393352030378
0,2098.0,5.0,557.0,1307.961000000001,1607.8108590151933
0,2422.0,5.0,419.0,776.83,23068.558582764505
0,1502.0,5.0,316.0,999.05,500.0
1,4194.0,5.0,557.0,753.48,11672.02678144472
0,3606.0,1.0,553.0,832.8119999999999,19188.159511974005
1,3665.0,1.0,553.0,705.984,20065.563282636187
0,500.0,0.0,598.0,837.7660000000002,500.0
1,2674.0,0.0,659.0,905.55,13269.792319268045
0,3522.0,5.0,787.0,788.8059999999999,10780.142713309531
1,1613.0,3.0,581.0,910.62,500.0
0,2756.0,2.0,577.0,704.644,30635.009461287875
1,1916.0,5.0,649.0,749.712,6071.73298200115
1,3818.0,2.0,577.0,860.374,14433.805491390402
0,2314.0,1.0,506.0,1044.6599999999999,14530.970353683157
0,1476.0,0.0,742.0,854.3100000000001,500.0
1,775.0,4.0,503.0,661.674,500.0
0,2734.0,0.0,706.0,852.542,15752.22101726954
1,2375.0,4.0,667.0,678.7860000000001,17119.72925128859
0,3767.0,4.0,451.0,528.594,29810.193601587755
1,1249.0,0.0,402.0,962.348,14867.362201326869
0,3246.0,2.0,577.0,697.5319999999999,500.0
0,3742.0,3.0,624.0,1164.64,1233.3010347412635
1,2857.0,3.0,678.0,851.7639999999999,15176.916050975584
0,2670.0,3.0,581.0,564.33,18291.12593328733
1,3200.0,3.0,581.0,713.394,500.0
0,4665.0,2.0,577.0,884.7540000000001,29941.62269827406
0,4305.0,5.0,557.0,856.6899999999999,500.0
1,4143.0,5.0,557.0,820.382,30143.54412303381
0,2096.0,0.0,774.0,673.842,26864.58986507314
1,2054.0,5.0,557.0,698.4939999999999,500.0
1,734.0,1.0,553.0,470.88,500.0
1,1605.0,5.0,714.0,742.18,500.0
1,500.0,2.0,577.0,596.0,500.0
0,3173.0,2.0,559.0,1001.424,17262.212234972925
0,500.0,2.0,496.0,482.6199999999999,26038.92114330799
0,1834.0,1.0,553.0,731.962,7548.971043480901
1,3274.0,2.0,749.0,743.65,13980.093217107547
1,978.0,1.0,595.0,565.278,500.0
1,2222.0,4.0,576.0,389.79,500.0
0,2921.0,1.0,553.0,1049.152,21174.94636685338
0,500.0,3.0,581.0,643.7,500.0
0,704.0,2.0,577.0,574.1,4090.78010762157
0,1445.0,5.0,468.0,931.826,34252.00329841114
0,1773.0,2.0,577.0,575.324,2578.6947888817244
0,4322.0,1.0,553.0,721.9,10117.25107103389
0,3089.0,0.0,580.0,800.116,7508.642920533343
1,2232.0,4.0,690.0,932.7,500.0
1,3297.0,2.0,652.0,587.5360000000001,19478.943506469543
1,2513.0,1.0,553.0,714.306,500.0
1,2044.0,0.0,572.0,927.2439999999999,500.0
1,1961.0,4.0,576.0,758.444,28065.76184024373
0,3284.0,1.0,620.0,891.07,16602.055445792466
1,500.0,2.0,577.0,650.918,500.0
0,1515.0,1.0,553.0,943.2239999999999,15543.01691898503
0,1600.0,5.0,675.0,1012.742,500.0
1,2682.0,4.0,576.0,960.86,500.0
1,1638.0,3.0,669.0,658.5379999999999,500.0
0,2275.0,3.0,581.0,1030.608,32535.208361437308
1,2780.0,4.0,663.0,783.486,500.0
1,1692.0,3.0,436.0,927.6,5970.84779637205
0,1225.0,0.0,580.0,733.0620000000001,500.0
0,3054.0,3.0,581.0,1181.22,17924.6301149413
0,2232.0,1.0,622.0,865.88,23352.207366568844
0,1667.0,5.0,557.0,977.0559999999999,23217.187045851708
0,1332.0,1.0,553.0,856.046,3774.8239629487166
0,1846.0,4.0,576.0,862.792,24591.73814287461
1,3350.0,2.0,577.0,625.872,500.0
0,2446.0,2.0,766.0,545.6460000000001,21641.10650518213
1,3921.0,2.0,526.0,981.936,500.0
0,778.0,0.0,404.0,979.63,21599.637017454286
0,2745.0,5.0,455.0,922.83,20002.17916099368
1,2270.0,3.0,449.0,867.2959999999999,17079.545756089352
0,500.0,0.0,757.0,656.9540000000001,2675.9226646653487
